postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines,Latitude,Longitude
AB106EE,AB10 6EE,AB,49.5,49.2,78.12,,16.5,52.3,52.3,,10.0,12.3,20.0,,3.5,13.1,13.1,,0,0,0,2,21,0,21,361.0,307.0,,242.0,372.0,372.0,,,
AB106EG,AB10 6EG,AB,15.5,17.7,27.88,,17.7,,,,2.5,4.2,11.95,,4.2,,,,0,0,0,9,0,0,0,404.0,228.0,,404.0,,,,,
AB106EL,AB10 6EL,AB,61.1,79.0,200.0,,15.0,89.7,89.7,,19.2,13.7,20.0,,1.0,11.3,11.3,,0,0,0,1,6,0,6,646.0,373.0,,0.0,647.0,647.0,,,
AB106EN,AB10 6EN,AB,59.1,120.8,1000.0,7.0,14.7,65.7,146.2,750.0,12.7,12.4,20.0,1.0,2.3,13.5,11.9,0.0,0,0,1,3,15,2,17,343.0,283.0,139.0,27.0,339.0,411.0,947.0,,
AB106EP,AB10 6EP,AB,64.3,110.9,500.0,4.0,,59.3,118.1,500.0,17.7,14.6,20.0,1.0,,15.6,13.5,0.0,0,1,0,0,13,2,15,270.0,217.0,5.0,,290.0,287.0,268.0,,
AB106EQ,AB10 6EQ,AB,54.8,56.2,100.0,9.0,,59.2,59.2,,12.9,13.5,20.0,1.0,,12.6,12.6,,0,0,1,0,16,0,16,278.0,136.0,32.0,,293.0,293.0,,,
AB106ER,AB10 6ER,AB,58.6,63.1,100.0,,,63.0,63.0,,17.7,15.2,20.0,,,13.0,13.0,,0,0,0,0,7,0,7,419.0,394.0,,,419.0,419.0,,,
AB106ET,AB10 6ET,AB,54.8,87.8,500.0,,15.0,79.1,107.2,500.0,10.0,10.8,19.98,,1.0,11.3,10.5,0.0,0,0,0,4,14,1,15,340.0,213.0,,136.0,387.0,394.0,494.0,,
AB106EU,AB10 6EU,AB,57.3,57.0,100.0,,18.0,61.8,61.8,,16.0,13.5,20.0,,1.0,12.6,12.6,,0,0,0,2,16,0,16,329.0,330.0,,226.0,342.0,342.0,,,
AB106EW,AB10 6EW,AB,40.0,42.1,79.98,5.5,12.8,54.8,54.8,,10.0,9.4,20.0,1.0,1.0,12.8,12.8,,0,1,1,4,15,0,15,44.0,12.0,1.0,68.0,40.0,40.0,,,
AB106EX,AB10 6EX,AB,62.6,81.6,200.0,,16.0,95.7,95.7,,15.0,12.3,20.0,,1.0,11.2,11.2,,0,0,0,3,14,0,14,506.0,350.0,,219.0,531.0,531.0,,,
AB106EY,AB10 6EY,AB,69.1,89.2,500.0,,17.0,70.4,93.0,500.0,19.5,16.0,20.0,,1.0,13.3,12.6,0.0,0,0,0,1,18,1,19,337.0,146.0,,109.0,294.0,331.0,997.0,,
AB106FA,AB10 6FA,AB,57.8,57.2,78.11,,,57.2,57.2,,19.0,16.2,20.0,,,16.2,16.2,,0,0,0,0,15,0,15,457.0,387.0,,,457.0,457.0,,,
AB106FB,AB10 6FB,AB,56.0,46.7,73.77,,16.6,60.8,60.8,,15.2,12.0,20.0,,1.4,16.9,16.9,,0,0,0,7,15,0,15,415.0,370.0,,257.0,489.0,489.0,,,
AB106FL,AB10 6FL,AB,48.1,45.8,77.0,8.0,14.8,51.8,51.8,,11.1,12.7,20.0,3.0,1.5,14.7,14.7,,0,0,1,4,27,0,27,357.0,250.0,29.0,211.0,391.0,391.0,,,
AB106FN,AB10 6FN,AB,40.0,45.1,80.0,9.0,15.5,51.9,51.9,,10.0,10.7,19.53,1.0,1.0,12.0,12.0,,0,0,1,2,14,0,14,384.0,319.0,66.0,98.0,447.0,447.0,,,
AB106FP,AB10 6FP,AB,50.8,40.9,72.95,10.0,13.0,55.1,55.1,,16.1,11.9,20.0,1.0,1.0,17.3,17.3,,0,0,1,5,12,0,12,265.0,143.0,30.0,91.0,358.0,358.0,,,
AB106GA,AB10 6GA,AB,51.0,45.9,76.33,10.0,12.5,57.3,57.3,,11.0,11.0,20.0,1.0,1.0,14.3,14.3,,0,0,1,2,9,0,9,259.0,143.0,686.0,233.0,218.0,218.0,,,
AB106HA,AB10 6HA,AB,54.8,41.9,63.02,,14.5,60.0,60.0,,10.0,10.3,20.0,,1.0,16.7,16.7,,0,0,0,2,3,0,3,200.0,153.0,,67.0,221.0,221.0,,,
AB106HB,AB10 6HB,AB,55.0,86.0,500.0,4.0,14.5,71.7,96.9,500.0,12.4,12.7,20.0,1.0,1.5,12.5,11.8,0.0,0,1,0,4,32,2,34,423.0,247.0,65.0,81.0,487.0,474.0,280.0,,
AB106HD,AB10 6HD,AB,66.2,130.6,1000.0,,14.5,85.7,177.1,1000.0,18.7,12.0,20.0,,1.0,14.1,12.7,0.0,0,0,0,4,9,1,10,344.0,243.0,,160.0,313.0,418.0,1362.0,,
AB106HE,AB10 6HE,AB,59.5,122.9,1000.0,7.0,17.5,56.6,143.3,750.0,17.0,14.0,20.0,1.0,3.0,16.5,14.4,0.0,0,0,1,2,14,2,16,394.0,240.0,74.0,17.0,387.0,436.0,777.0,,
AB106HF,AB10 6HF,AB,38.9,37.4,50.95,,18.0,41.4,41.4,,6.8,7.0,14.2,,1.0,8.2,8.2,,0,0,0,1,5,0,5,213.0,195.0,,67.0,243.0,243.0,,,
AB106HH,AB10 6HH,AB,70.6,60.0,80.0,,11.7,69.7,69.7,,19.5,16.0,20.0,,1.0,19.0,19.0,,0,0,0,3,15,0,15,323.0,230.0,,155.0,357.0,357.0,,,
AB106HJ,AB10 6HJ,AB,54.8,72.7,500.0,,15.3,58.6,88.1,500.0,10.0,11.9,20.0,,1.0,14.1,13.2,0.0,0,0,0,4,14,1,15,407.0,323.0,,371.0,332.0,389.0,1189.0,,
AB106HL,AB10 6HL,AB,56.4,93.2,500.0,,12.0,60.7,100.6,500.0,16.1,14.2,20.0,,1.0,14.1,12.8,0.0,0,0,0,1,10,1,11,537.0,266.0,,25.0,588.0,584.0,548.0,,
AB106HN,AB10 6HN,AB,53.6,83.9,500.0,9.0,12.5,59.3,108.2,500.0,10.0,10.6,19.95,1.0,1.0,12.9,11.4,0.0,0,0,1,2,8,1,9,201.0,119.0,99.0,76.0,184.0,195.0,281.0,,
AB106HP,AB10 6HP,AB,67.7,97.4,200.0,,21.0,114.3,114.3,,19.5,13.9,20.0,,1.5,10.6,10.6,,0,0,0,2,9,0,9,562.0,312.0,,249.0,632.0,632.0,,,
AB106HQ,AB10 6HQ,AB,64.9,149.1,500.0,8.0,,74.9,155.9,500.0,15.8,14.7,20.0,0.0,,12.9,10.5,0.0,0,0,1,0,17,4,21,519.0,290.0,0.0,,570.0,544.0,433.0,,
AB106HR,AB10 6HR,AB,76.6,144.6,500.0,,,73.5,144.6,500.0,19.8,18.2,20.0,,,14.6,12.2,0.0,0,0,0,0,10,2,12,379.0,271.0,,,380.0,379.0,378.0,,
AB106HS,AB10 6HS,AB,62.3,147.2,1000.0,,17.8,61.6,171.8,833.3,19.2,14.3,20.0,,1.0,17.2,14.8,0.0,0,0,0,4,18,3,21,443.0,240.0,,114.0,386.0,506.0,1225.0,,
AB106HT,AB10 6HT,AB,54.8,90.9,1000.0,8.0,19.3,66.1,121.1,1000.0,10.0,11.6,20.0,1.0,2.8,14.9,14.0,0.0,0,0,1,6,16,1,17,319.0,192.0,10.0,154.0,393.0,377.0,119.0,,
AB106HU,AB10 6HU,AB,53.3,64.5,500.0,6.0,12.8,57.5,82.1,500.0,13.4,11.9,20.0,1.0,1.0,14.4,13.6,0.0,0,0,1,5,17,1,18,299.0,256.0,22.0,175.0,324.0,349.0,784.0,,
AB106HX,AB10 6HX,AB,38.9,73.5,500.0,6.7,27.7,66.3,99.6,500.0,9.0,8.4,19.98,3.0,6.0,8.3,7.6,0.0,0,0,3,3,12,1,13,381.0,219.0,56.0,41.0,555.0,534.0,288.0,,
AB106HY,AB10 6HY,AB,58.9,200.5,500.0,,,50.7,200.4,500.0,10.0,13.1,19.53,,,13.2,8.8,0.0,0,0,0,0,6,3,9,318.0,244.0,,,252.0,318.0,451.0,,
AB106JA,AB10 6JA,AB,65.8,126.2,1000.0,,11.0,63.3,132.0,750.0,19.5,16.5,20.0,,1.0,17.4,15.7,0.0,0,0,0,1,18,2,20,574.0,298.0,,5.0,348.0,574.0,2610.0,,
AB106JB,AB10 6JB,AB,52.0,51.7,100.0,,17.0,54.1,54.1,,12.1,13.3,20.0,,2.0,13.1,13.1,,0,0,0,1,15,0,15,399.0,277.0,,65.0,368.0,368.0,,,
AB106JD,AB10 6JD,AB,60.7,114.3,1000.0,9.0,20.5,70.8,130.4,666.7,18.1,14.0,20.0,1.0,3.0,15.0,13.5,0.0,0,0,1,4,27,3,30,391.0,332.0,93.0,359.0,371.0,392.0,584.0,,
AB106JE,AB10 6JE,AB,50.3,95.5,500.0,,17.5,67.3,104.4,500.0,10.8,11.3,20.0,,6.0,10.6,9.7,0.0,0,0,0,4,32,3,35,374.0,310.0,,270.0,345.0,375.0,694.0,,
AB106JG,AB10 6JG,AB,54.8,56.0,79.91,8.0,,62.9,62.9,,14.7,13.7,20.0,1.0,,15.6,15.6,,0,0,1,0,7,0,7,875.0,668.0,0.0,,875.0,875.0,,,
AB106JH,AB10 6JH,AB,47.9,52.7,100.0,,12.0,62.8,62.8,,13.0,11.8,20.0,,1.0,11.5,11.5,,0,0,0,1,4,0,4,689.0,571.0,,105.0,835.0,835.0,,,
AB106JJ,AB10 6JJ,AB,46.5,71.7,500.0,7.0,15.2,53.1,87.5,500.0,11.9,11.8,20.0,1.0,2.8,14.1,13.0,0.0,0,0,2,5,24,2,26,297.0,223.0,1.0,236.0,332.0,321.0,187.0,,
AB106JL,AB10 6JL,AB,40.0,126.5,1000.0,8.0,19.8,58.5,156.9,583.3,8.6,8.4,16.99,1.0,4.4,8.7,7.1,0.0,0,0,1,8,26,6,32,318.0,260.0,0.0,224.0,271.0,321.0,541.0,,
AB106JN,AB10 6JN,AB,30.4,101.4,1000.0,,21.3,60.0,175.0,750.0,4.6,4.7,10.0,,2.2,6.4,5.3,0.0,0,0,0,11,10,2,12,219.0,133.0,,104.0,267.0,324.0,609.0,,
AB106JP,AB10 6JP,AB,39.8,124.4,1000.0,,27.0,39.4,146.1,1000.0,7.9,8.0,9.8,,7.0,8.4,7.4,0.0,0,0,0,2,8,1,9,284.0,264.0,,324.0,174.0,181.0,234.0,,
AB106JQ,AB10 6JQ,AB,31.5,43.8,200.0,6.0,21.6,66.5,66.5,,5.2,5.6,13.5,1.0,4.0,6.3,6.3,,0,1,1,10,13,0,13,301.0,142.0,18.0,259.0,332.0,332.0,,,
AB106JR,AB10 6JR,AB,59.4,58.1,100.0,,21.8,62.8,62.8,,19.5,14.9,20.0,,4.8,14.3,14.3,,0,0,0,4,31,0,31,303.0,255.0,,104.0,319.0,319.0,,,
AB106JU,AB10 6JU,AB,32.3,103.9,500.0,10.0,21.3,55.5,166.6,500.0,5.7,5.6,10.0,5.0,4.4,5.8,4.4,0.0,0,0,1,11,12,4,16,269.0,237.0,265.0,255.0,299.0,279.0,221.0,,
AB106JW,AB10 6JW,AB,45.3,45.6,68.17,,12.0,47.3,47.3,,10.3,12.2,20.0,,1.0,12.7,12.7,,0,0,0,1,19,0,19,452.0,260.0,,163.0,468.0,468.0,,,
AB106JY,AB10 6JY,AB,37.0,115.2,500.0,,22.5,50.6,168.8,500.0,6.7,6.6,17.1,,4.0,8.1,6.0,0.0,0,0,0,11,14,5,19,332.0,153.0,,118.0,346.0,439.0,698.0,,
AB106JZ,AB10 6JZ,AB,38.5,192.2,1000.0,9.0,28.0,38.4,241.7,750.0,7.6,6.8,9.37,1.0,7.0,7.8,5.6,0.0,0,0,1,1,5,2,7,311.0,240.0,150.0,33.0,313.0,374.0,527.0,,
AB106LE,AB10 6LE,AB,45.6,60.7,200.0,8.0,12.0,85.8,85.8,,8.9,7.1,13.19,1.0,2.0,8.0,8.0,,0,0,1,1,4,0,4,298.0,339.0,299.0,10.0,296.0,296.0,,,
AB106LG,AB10 6LG,AB,52.8,46.1,79.67,,16.3,60.0,60.0,,13.1,12.0,20.0,,5.9,14.9,14.9,,0,0,0,7,15,0,15,233.0,189.0,,113.0,289.0,289.0,,,
AB106LH,AB10 6LH,AB,47.8,68.6,500.0,,20.0,59.2,80.1,500.0,11.8,11.2,20.0,,4.4,11.8,11.2,0.0,0,0,0,5,20,1,21,252.0,139.0,,142.0,264.0,255.0,76.0,,
AB106LR,AB10 6LR,AB,74.2,74.5,79.98,,,74.4,74.4,,19.8,19.7,20.0,,,19.7,19.7,,0,0,0,0,7,0,7,424.0,457.0,,,363.0,363.0,,,
AB106LX,AB10 6LX,AB,41.8,37.3,58.51,7.0,15.0,47.7,47.7,,8.5,7.6,17.0,1.0,1.0,10.3,10.3,,0,0,2,2,10,0,10,459.0,393.0,37.0,106.0,522.0,522.0,,,
AB106LZ,AB10 6LZ,AB,58.1,67.0,200.0,7.0,21.3,74.5,74.5,,17.4,14.4,20.0,1.0,4.0,14.4,14.4,,0,0,1,3,26,0,26,325.0,230.0,10.0,41.0,357.0,357.0,,,
AB106NA,AB10 6NA,AB,39.9,72.7,500.0,,20.3,49.2,85.2,500.0,10.0,10.4,20.0,,3.3,12.2,11.2,0.0,0,0,0,6,23,2,25,302.0,129.0,,175.0,251.0,272.0,520.0,,
AB106NB,AB10 6NB,AB,61.6,86.6,500.0,,19.0,63.3,96.9,500.0,10.0,11.1,20.0,,1.0,10.9,10.1,0.0,0,0,0,2,12,1,13,310.0,237.0,,90.0,295.0,321.0,634.0,,
AB106ND,AB10 6ND,AB,45.5,69.3,500.0,3.0,25.0,48.2,82.9,500.0,10.0,10.3,20.0,1.0,8.0,12.1,11.2,0.0,0,2,0,1,12,1,13,283.0,116.0,55.0,4.0,299.0,340.0,825.0,,
AB106NJ,AB10 6NJ,AB,89.9,266.9,1000.0,,,95.6,266.9,666.7,20.0,17.9,20.0,,,12.9,9.0,0.0,0,0,0,0,7,3,10,538.0,263.0,,,517.0,538.0,586.0,,
AB106NL,AB10 6NL,AB,54.3,144.1,1000.0,,17.3,61.0,175.8,750.0,12.3,12.7,20.0,,1.0,16.1,13.4,0.0,0,0,0,3,10,2,12,466.0,264.0,,32.0,492.0,459.0,290.0,,
AB106NN,AB10 6NN,AB,49.9,90.5,500.0,,20.5,56.9,106.1,500.0,7.7,9.7,20.0,,1.0,11.9,10.6,0.0,0,0,0,2,8,1,9,234.0,202.0,,228.0,249.0,235.0,128.0,,
AB106NP,AB10 6NP,AB,54.8,65.8,500.0,,17.4,61.6,79.9,500.0,11.0,11.6,20.0,,1.1,14.8,14.2,0.0,0,0,0,7,23,1,24,247.0,180.0,,138.0,236.0,228.0,39.0,,
AB106NQ,AB10 6NQ,AB,54.7,69.7,200.0,,18.0,77.1,77.1,,10.0,10.8,15.84,,1.0,10.7,10.7,,0,0,0,1,7,0,7,990.0,1038.0,,177.0,1106.0,1106.0,,,
AB106NR,AB10 6NR,AB,65.8,152.8,1000.0,,17.0,73.8,166.4,1000.0,17.5,15.7,20.0,,1.0,15.6,14.0,0.0,0,0,0,1,9,1,10,422.0,393.0,,0.0,468.0,422.0,0.0,,
AB106NU,AB10 6NU,AB,57.8,101.2,500.0,8.0,,57.7,113.0,500.0,18.1,15.4,20.0,2.0,,17.4,15.3,0.0,0,0,1,0,7,1,8,279.0,200.0,0.0,,271.0,279.0,337.0,,
AB106NW,AB10 6NW,AB,78.0,70.7,79.98,,,70.7,70.7,,20.0,18.2,20.0,,,18.2,18.2,,0,0,0,0,6,0,6,255.0,149.0,,,255.0,255.0,,,
AB106NY,AB10 6NY,AB,63.9,76.7,500.0,,19.0,62.7,81.7,500.0,19.1,15.8,20.0,,2.5,17.0,16.3,0.0,0,0,0,2,22,1,23,346.0,281.0,,302.0,302.0,349.0,1389.0,,
AB106NZ,AB10 6NZ,AB,65.6,125.5,500.0,,17.0,77.1,142.2,500.0,19.0,14.6,20.0,,1.0,15.7,13.3,0.0,0,0,0,2,11,2,13,184.0,165.0,,194.0,148.0,169.0,286.0,,
AB106PA,AB10 6PA,AB,47.4,51.1,100.0,,17.6,62.3,62.3,,10.0,11.2,20.0,,2.0,13.6,13.6,,0,0,0,5,15,0,15,248.0,235.0,,92.0,250.0,250.0,,,
AB106PB,AB10 6PB,AB,39.5,43.0,100.0,9.0,16.0,60.8,60.8,,5.4,8.6,19.53,1.0,1.0,9.6,9.6,,0,0,1,2,5,0,5,346.0,316.0,189.0,462.0,332.0,332.0,,,
AB106PD,AB10 6PD,AB,63.7,103.3,500.0,,13.5,76.1,123.2,500.0,10.0,12.9,20.0,,3.5,13.6,12.1,0.0,0,0,0,2,8,1,9,415.0,402.0,,535.0,385.0,342.0,0.0,,
AB106PE,AB10 6PE,AB,57.0,62.2,200.0,7.5,22.0,78.9,78.9,,10.0,12.0,20.0,0.5,1.0,14.3,14.3,,0,0,2,1,9,0,9,164.0,89.0,6.0,80.0,209.0,209.0,,,
AB106PF,AB10 6PF,AB,19.5,36.1,80.0,8.0,17.2,61.2,61.2,,1.3,7.2,20.0,1.0,1.2,14.9,14.9,,0,0,1,13,11,0,11,66.0,21.0,36.0,22.0,107.0,107.0,,,
AB106PG,AB10 6PG,AB,23.5,168.2,1000.0,,20.3,48.0,365.3,1000.0,1.3,5.8,20.0,,1.3,15.0,10.0,0.0,0,0,0,4,2,1,3,498.0,331.0,,178.0,573.0,758.0,1127.0,,
AB106PH,AB10 6PH,AB,40.0,43.4,80.0,,17.3,56.5,56.5,,9.3,10.9,20.0,,3.7,12.7,12.7,,0,0,0,3,6,0,6,364.0,231.0,,362.0,366.0,366.0,,,
AB106PJ,AB10 6PJ,AB,73.8,201.2,1000.0,6.0,,67.7,217.4,666.7,19.0,15.3,20.0,1.0,,15.1,11.3,0.0,0,0,1,0,9,3,12,487.0,401.0,45.0,,465.0,524.0,699.0,,
AB106PL,AB10 6PL,AB,54.4,117.5,1000.0,6.0,18.0,56.5,135.1,1000.0,15.6,12.7,20.0,1.0,1.0,14.8,13.6,0.0,0,0,1,1,11,1,12,651.0,597.0,174.0,385.0,697.0,714.0,899.0,,
AB106PN,AB10 6PN,AB,68.5,59.5,79.74,7.0,13.0,63.8,63.8,,19.5,14.8,20.0,1.0,1.0,16.0,16.0,,0,0,1,1,23,0,23,464.0,345.0,227.0,178.0,486.0,486.0,,,
AB106PP,AB10 6PP,AB,70.9,62.0,100.0,5.7,14.0,68.2,68.2,,19.5,15.7,20.0,1.0,1.0,17.2,17.2,,0,1,2,3,50,0,50,423.0,279.0,127.0,364.0,445.0,445.0,,,
AB106PQ,AB10 6PQ,AB,39.0,72.9,500.0,,21.0,52.0,84.0,500.0,6.9,6.5,9.76,,4.0,5.1,4.7,0.0,0,0,0,3,13,1,14,391.0,219.0,,166.0,442.0,439.0,401.0,,
AB106PR,AB10 6PR,AB,43.4,43.4,70.68,10.0,14.3,53.6,53.6,,10.0,10.6,20.0,1.0,1.3,12.9,12.9,,0,0,1,3,12,0,12,238.0,224.0,2.0,177.0,272.0,272.0,,,
AB106PS,AB10 6PS,AB,51.4,67.1,500.0,,12.7,61.5,83.5,500.0,11.0,11.3,20.0,,1.0,14.0,13.3,0.0,0,0,0,6,19,1,20,528.0,328.0,,280.0,537.0,603.0,1847.0,,
AB106PT,AB10 6PT,AB,64.8,65.4,200.0,,17.3,89.5,89.5,,15.6,11.6,20.0,,1.0,14.8,14.8,,0,0,0,3,6,0,6,243.0,190.0,,91.0,319.0,319.0,,,
AB106PU,AB10 6PU,AB,38.6,48.6,100.0,,20.2,65.7,65.7,,10.0,10.3,20.0,,1.2,14.7,14.7,,0,0,0,6,10,0,10,146.0,96.0,,93.0,149.0,149.0,,,
AB106PW,AB10 6PW,AB,54.8,52.6,63.67,,15.0,55.4,55.4,,15.4,13.5,19.51,,1.0,14.4,14.4,,0,0,0,1,14,0,14,516.0,458.0,,196.0,502.0,502.0,,,
AB106PX,AB10 6PX,AB,54.8,52.6,79.91,,19.4,67.3,67.3,,10.0,11.7,20.0,,1.0,16.5,16.5,,0,0,0,8,18,0,18,454.0,312.0,,347.0,501.0,501.0,,,
AB106PY,AB10 6PY,AB,61.9,52.3,79.98,,13.3,65.3,65.3,,11.1,12.0,20.0,,1.0,15.7,15.7,,0,0,0,3,9,0,9,525.0,408.0,,224.0,626.0,626.0,,,
AB106QA,AB10 6QA,AB,54.8,50.7,79.91,4.0,17.3,61.9,61.9,,10.0,11.5,20.0,1.0,1.3,14.6,14.6,,0,1,0,3,13,0,13,354.0,339.0,550.0,7.0,364.0,364.0,,,
AB106QB,AB10 6QB,AB,52.6,45.0,78.12,10.0,15.8,58.6,58.6,,16.4,12.3,20.0,1.0,1.0,17.3,17.3,,0,0,2,6,18,0,18,549.0,352.0,365.0,190.0,659.0,659.0,,,
AB106QD,AB10 6QD,AB,69.1,61.0,79.91,9.0,18.0,65.0,65.0,,19.3,15.4,20.0,1.0,1.0,16.6,16.6,,0,0,1,1,24,0,24,486.0,415.0,359.0,750.0,480.0,480.0,,,
AB106QE,AB10 6QE,AB,54.1,48.3,100.0,6.5,18.0,55.5,55.5,,16.9,13.5,20.0,0.8,2.0,15.7,15.7,,0,1,3,5,44,0,44,436.0,229.0,63.0,175.0,480.0,480.0,,,
AB106QF,AB10 6QF,AB,59.3,48.8,79.67,,17.5,69.7,69.7,,16.1,11.6,20.0,,1.0,18.5,18.5,,0,0,0,4,6,0,6,595.0,394.0,,286.0,701.0,701.0,,,
AB106QG,AB10 6QG,AB,67.0,60.9,100.0,9.0,10.0,68.8,68.8,,20.0,16.0,20.0,1.0,1.0,17.1,17.1,,0,0,1,1,13,0,13,290.0,215.0,188.0,15.0,319.0,319.0,,,
AB106QH,AB10 6QH,AB,75.4,249.8,1000.0,,20.5,78.4,280.4,583.3,19.3,15.4,20.0,,8.0,15.3,9.2,0.0,0,0,0,2,9,6,15,373.0,313.0,,170.0,213.0,400.0,680.0,,
AB106QJ,AB10 6QJ,AB,43.9,46.2,79.91,,19.3,54.0,54.0,,10.0,10.6,20.0,,2.0,13.1,13.1,,0,0,0,7,24,0,24,386.0,283.0,,373.0,374.0,374.0,,,
AB106QL,AB10 6QL,AB,39.9,38.8,77.84,9.0,18.1,49.1,49.1,,10.0,8.5,20.0,1.0,2.4,11.5,11.5,,0,0,1,7,17,0,17,306.0,202.0,191.0,206.0,354.0,354.0,,,
AB106QN,AB10 6QN,AB,52.2,50.7,79.91,,17.0,57.5,57.5,,14.6,13.0,20.0,,1.0,15.4,15.4,,0,0,0,4,20,0,20,412.0,335.0,,373.0,420.0,420.0,,,
AB106QP,AB10 6QP,AB,54.8,49.9,79.98,,14.3,58.2,58.2,,10.0,12.8,20.0,,1.0,14.5,14.5,,0,0,0,3,13,0,13,383.0,375.0,,241.0,386.0,386.0,,,
AB106QQ,AB10 6QQ,AB,60.6,57.7,100.0,,20.6,65.7,65.7,,18.5,14.6,20.0,,5.0,15.4,15.4,,0,0,0,5,23,0,23,385.0,281.0,,580.0,326.0,326.0,,,
AB106QR,AB10 6QR,AB,39.9,41.5,100.0,7.0,14.2,61.3,61.3,,9.9,9.1,20.0,1.0,1.0,13.9,13.9,,0,0,1,6,10,0,10,276.0,193.0,133.0,206.0,332.0,332.0,,,
AB106QS,AB10 6QS,AB,57.3,53.6,100.0,,14.7,66.7,66.7,,17.0,12.6,20.0,,1.0,15.1,15.1,,0,0,0,3,9,0,9,415.0,333.0,,151.0,457.0,457.0,,,
AB106QT,AB10 6QT,AB,65.8,55.1,78.11,,17.0,67.8,67.8,,17.3,12.8,20.0,,1.0,16.7,16.7,,0,0,0,2,6,0,6,548.0,294.0,,259.0,644.0,644.0,,,
AB106QU,AB10 6QU,AB,70.5,93.4,500.0,,12.0,69.0,108.2,500.0,19.5,14.0,20.0,,1.0,15.2,13.8,0.0,0,0,0,2,10,1,11,369.0,211.0,,31.0,415.0,430.0,586.0,,
AB106QW,AB10 6QW,AB,47.2,108.3,500.0,6.0,,67.0,121.1,500.0,11.2,10.7,15.32,1.0,,10.6,9.3,0.0,0,0,1,0,7,1,8,636.0,489.0,131.0,,664.0,619.0,304.0,,
AB106QX,AB10 6QX,AB,64.7,57.7,100.0,2.0,15.5,70.5,70.5,,15.6,12.7,20.0,0.0,1.0,13.7,13.7,,1,0,0,2,11,0,11,381.0,327.0,25.0,39.0,407.0,407.0,,,
AB106QY,AB10 6QY,AB,62.4,64.0,80.0,,,64.0,64.0,,19.4,18.7,20.0,,,14.6,14.6,,0,0,0,0,9,0,9,214.0,180.0,,,214.0,214.0,,,
AB106RA,AB10 6RA,AB,56.5,54.1,80.0,9.0,16.4,61.0,61.0,,19.0,14.5,20.0,1.0,2.1,16.8,16.8,,0,0,1,7,45,0,45,415.0,345.0,0.0,210.0,429.0,429.0,,,
AB106RB,AB10 6RB,AB,60.2,78.5,500.0,,13.0,62.4,91.5,500.0,18.3,13.9,20.0,,1.0,15.6,14.6,0.0,0,0,0,3,14,1,15,395.0,301.0,,92.0,468.0,455.0,283.0,,
AB106RD,AB10 6RD,AB,41.2,41.2,80.0,,14.3,57.3,57.3,,11.3,10.7,20.0,,1.0,16.5,16.5,,0,0,0,6,10,0,10,249.0,149.0,,170.0,271.0,271.0,,,
AB106RE,AB10 6RE,AB,39.9,71.2,1000.0,9.0,15.9,55.9,100.9,1000.0,10.0,10.2,20.0,1.0,2.2,14.3,13.6,0.0,0,0,2,9,20,1,21,337.0,223.0,37.0,204.0,415.0,423.0,576.0,,
AB106RF,AB10 6RF,AB,43.0,58.4,1000.0,7.8,12.9,47.5,74.7,1000.0,10.9,10.6,20.0,1.0,1.9,13.9,13.5,0.0,0,0,5,7,34,1,35,415.0,201.0,65.0,388.0,444.0,447.0,547.0,,
AB106RG,AB10 6RG,AB,61.0,50.9,79.91,8.0,16.9,64.8,64.8,,16.9,13.2,20.0,1.0,2.8,17.4,17.4,,0,0,1,11,30,0,30,522.0,375.0,178.0,248.0,633.0,633.0,,,
AB106RH,AB10 6RH,AB,60.5,74.8,500.0,8.0,15.7,62.7,90.1,500.0,18.3,12.9,20.0,1.0,1.0,14.4,13.5,0.0,0,0,1,3,15,1,16,417.0,329.0,0.0,321.0,441.0,435.0,353.0,,
AB106RJ,AB10 6RJ,AB,58.1,133.8,1000.0,,14.5,59.1,144.6,1000.0,18.2,14.9,20.0,,1.0,15.6,14.1,0.0,0,0,0,2,20,2,22,627.0,486.0,,250.0,578.0,661.0,1491.0,,
AB106RL,AB10 6RL,AB,54.4,68.8,200.0,,21.0,75.6,75.6,,10.0,13.6,19.53,,8.0,12.4,12.4,,0,0,0,1,7,0,7,1176.0,257.0,,740.0,1238.0,1238.0,,,
